species	superkingdom	phylum	class
ruegeria_atlantica	Bacteria	Proteobacteria	Alphaproteobacteria
pectobacterium_cacticida	Bacteria	Proteobacteria	Gammaproteobacteria
planifilum_fulgidum	Bacteria	Firmicutes	
saccharopolyspora_halophila	Bacteria	Actinobacteria	
corynebacterium_jeikeium	Bacteria	Actinobacteria	
fusarium_sacchari	Eukaryota	Ascomycota	
e._coli	Bacteria	Proteobacteria	Gammaproteobacteria
mycobacterium_chlorophenolicum	Bacteria	Actinobacteria	
eubacterium_biforme	Bacteria	Firmicutes	
actinospica_robiniae	Bacteria	Actinobacteria	
eubacterium_aggregans	Bacteria	Firmicutes	
clostridium_herbivorans	Bacteria	Firmicutes	
humicola_grisea	Eukaryota	Ascomycota	
oceanimonas_baumannii	Bacteria	Proteobacteria	Gammaproteobacteria
azonexus_hydrophilus	Bacteria	Proteobacteria	Betaproteobacteria
novosphingobium_naphthalenivorans	Bacteria	Proteobacteria	Alphaproteobacteria
candida_dubliniensis	Eukaryota	Ascomycota	
olsenella_umbonata	Bacteria	Actinobacteria	
alistipes_putredinis	Bacteria	Bacteroidetes	
phenylobacterium_lituiforme	Bacteria	Proteobacteria	Alphaproteobacteria
kocuria_polaris	Bacteria	Actinobacteria	
spermophilus_townsendii	Eukaryota	Chordata	
hormoconis_resinae	Eukaryota	Ascomycota	
otomys_sloggetti	Eukaryota	Chordata	
aminiphilus_circumscriptus	Bacteria	Synergistetes	
cellulomonas_iranensis	Bacteria	Actinobacteria	
gordonia_note:	Bacteria		
desulfurobacterium_atlanticum	Bacteria	Aquificae	
microgale_cowani	Eukaryota	Chordata	
marihabitans_asiaticum	Bacteria	Actinobacteria	
legionella_quinlivanii	Bacteria	Proteobacteria	Gammaproteobacteria
pseudomonas_savastanoi	Bacteria	Proteobacteria	Gammaproteobacteria
gordonia_hydrophobica	Bacteria	Actinobacteria	
paenibacillus_sputi	Bacteria	Firmicutes	
pseudoxanthomonas_mexicana	Bacteria	Proteobacteria	Gammaproteobacteria
thermoanaerobacter_cellulolyticus	Bacteria	Firmicutes	
flavobacterium_hibernum	Bacteria	Bacteroidetes	
gordonia_araii	Bacteria	Actinobacteria	
streptomyces_yogyakartensis	Bacteria	Actinobacteria	
penicilliopsis_clavariiformis	Eukaryota	Ascomycota	
tenacibaculum_gallaicum	Bacteria	Bacteroidetes	
bacteroides_salanitronis	Bacteria	Bacteroidetes	
panaeolus_semiovatus	Eukaryota	Basidiomycota	
algoriphagus_hitonicola	Bacteria	Bacteroidetes	
fomitopsis_cajanderi	Eukaryota	Basidiomycota	
roseomonas_aquatica	Bacteria	Proteobacteria	Alphaproteobacteria
leptotrichia_trevisanii	Bacteria	Fusobacteria	
phoma_nebulosa	Eukaryota	Ascomycota	
citrobacter_youngae	Bacteria	Proteobacteria	Gammaproteobacteria
mesorhizobium_plurifarium	Bacteria	Proteobacteria	Alphaproteobacteria
bacillus_drentensis	Bacteria	Firmicutes	
kineosporia_succinea	Bacteria	Actinobacteria	
fusobacterium_naviforme	Bacteria	Fusobacteria	
clostridium_ljungdahlii	Bacteria	Firmicutes	
auricularia_mesenterica	Eukaryota	Basidiomycota	
rhodococcus_jostii	Bacteria	Actinobacteria	
plocama_pendula	Eukaryota	Streptophyta	
streptomyces_glaucosporus	Bacteria	Actinobacteria	
streptomyces_daghestanicus	Bacteria	Actinobacteria	
bacteriovorax_litoralis	Bacteria	Proteobacteria	Oligoflexia
burkholderia_alcaligenes	Bacteria	Proteobacteria	Betaproteobacteria
butyricimonas_synergistica	Bacteria	Bacteroidetes	
desulfothermus_naphthae	Bacteria	Proteobacteria	Deltaproteobacteria
candida_membranifaciens	Eukaryota	Ascomycota	
sylvilagus_audubonii	Eukaryota	Chordata	
altererythrobacter_indicus	Bacteria	Proteobacteria	Alphaproteobacteria
paenibacillus_ehimensis	Bacteria	Firmicutes	
jeotgalibacillus_campisalis	Bacteria	Firmicutes	
bordetella_petrii	Bacteria	Proteobacteria	Betaproteobacteria
nadsonia_fulvescens	Eukaryota	Ascomycota	
methylotenera_mobilis	Bacteria	Proteobacteria	Betaproteobacteria
limnohabitans_planktonicus	Bacteria	Proteobacteria	Betaproteobacteria
nocardia_amamiensis	Bacteria	Actinobacteria	
pycnoporus_sanguineus	Eukaryota	Basidiomycota	
actinosynnema_mirum	Bacteria	Actinobacteria	
nesterenkonia_aethiopica	Bacteria	Actinobacteria	
kabatiella_caulivora	Eukaryota	Ascomycota	
blautia_luti	Bacteria	Firmicutes	
psychrobacter_alimentarius	Bacteria	Proteobacteria	
asystasia_gangetica	Eukaryota	Streptophyta	
achromobacter_ruhlandii	Bacteria	Proteobacteria	Betaproteobacteria
mareca_penelope	Eukaryota	Chordata	
sydowia_polyspora	Eukaryota	Ascomycota	
actinomadura_cremea	Bacteria	Actinobacteria	
inonotus_weirii	Eukaryota	Basidiomycota	
sharpea_azabuensis	Bacteria	Firmicutes	
neisseria_sicca	Bacteria	Proteobacteria	Betaproteobacteria
macrococcus_caseolyticus	Bacteria		
geodermatophilus_ruber	Bacteria	Actinobacteria	
arcobacter_butzleri	Bacteria	Proteobacteria	Epsilonproteobacteria
acinetobacter_baumannii	Bacteria	Proteobacteria	Gammaproteobacteria
lentzea_violacea	Bacteria	Actinobacteria	
enterococcus_canintestini	Bacteria	Firmicutes	
rhodanobacter_denitrificans	Bacteria	Proteobacteria	Gammaproteobacteria
psychromonas_boydii	Bacteria	Proteobacteria	Gammaproteobacteria
xerocomus_badius	Eukaryota	Basidiomycota	
streptomyces_wedmorensis	Bacteria	Actinobacteria	
nyctimene_major	Eukaryota	Chordata	
rutstroemia_cuniculi	Eukaryota	Ascomycota	
penicillium_pseudostromaticum	Eukaryota	Ascomycota	
thermus_oshimai	Bacteria	Deinococcus-Thermus	
thermococcus_coalescens	Archaea	Euryarchaeota	
corynebacterium_mastitidis	Bacteria	Actinobacteria	
penicillium_thomii	Eukaryota	Ascomycota	
pseudomonas_alcaligenes	Bacteria	Proteobacteria	Gammaproteobacteria
tolypeutes_matacus	Eukaryota	Chordata	
phytophthora_cactorum	Eukaryota		
desulfotomaculum_acetoxidans	Bacteria	Firmicutes	
macleaya_cordata	Eukaryota	Streptophyta	
pseudomonas_amygdali	Bacteria	Proteobacteria	Gammaproteobacteria
sediminibacillus_halophilus	Bacteria	Firmicutes	
streptomyces_yanii	Bacteria	Actinobacteria	
e_coli	Bacteria	Proteobacteria	Gammaproteobacteria
halomonas_pantelleriensis	Bacteria	Proteobacteria	Gammaproteobacteria
clostridium_josui	Bacteria	Firmicutes	
pseudomonas_monteilii	Bacteria	Proteobacteria	Gammaproteobacteria
mycobacterium_marseillense	Bacteria	Actinobacteria	
ochrobactrum_rhizosphaerae	Bacteria	Proteobacteria	Alphaproteobacteria
fluoribacter_dumoffii	Bacteria	Proteobacteria	Gammaproteobacteria
gordonia_cholesterolivorans	Bacteria	Actinobacteria	
micromonospora_endolithica	Bacteria	Actinobacteria	
paenibacillus_tarimensis	Bacteria	Firmicutes	
methylobacterium_variabile	Bacteria	Proteobacteria	Alphaproteobacteria
frigoribacterium_faeni	Bacteria	Actinobacteria	
enterococcus_villorum	Bacteria	Firmicutes	
sulfobacillus_acidophilus	Bacteria	Firmicutes	
providencia_rustigianii	Bacteria	Proteobacteria	Gammaproteobacteria
anaerobacillus_alkalidiazotrophicus	Bacteria	Firmicutes	
actinobacillus_suis	Bacteria	Proteobacteria	Gammaproteobacteria
propionibacterium_acnes	Bacteria	Actinobacteria	
rhodovulum_robiginosum	Bacteria	Proteobacteria	Alphaproteobacteria
shewanella_xiamenensis	Bacteria	Proteobacteria	Gammaproteobacteria
squalus_acanthias	Eukaryota	Chordata	
serratia_glossinae	Bacteria	Proteobacteria	Gammaproteobacteria
carissa_macrocarpa	Eukaryota	Streptophyta	
scopulariopsis_brumptii	Eukaryota	Ascomycota	
kurthia_zopfii	Bacteria	Firmicutes	
spirochaeta_spirochaeta	Bacteria	Spirochaetes	
streptomyces_kasugaensis	Bacteria	Actinobacteria	
fellomyces_borneensis	Eukaryota	Basidiomycota	
lutibacter_maritimus	Bacteria	Bacteroidetes	
ochrobactrum_cytisi	Bacteria	Proteobacteria	Alphaproteobacteria
bifidobacterium_thermacidophilum	Bacteria	Actinobacteria	
neurospora_intermedia	Eukaryota	Ascomycota	
streptomyces_longisporus	Bacteria	Actinobacteria	
photorhabdus_temperata	Bacteria	Proteobacteria	Gammaproteobacteria
stenoxybacter_acetivorans	Bacteria	Proteobacteria	Betaproteobacteria
nocardia_callitridis	Bacteria	Actinobacteria	
mycena_epipterygia	Eukaryota	Basidiomycota	
methanogenium_boonei	Archaea	Euryarchaeota	
corynebacterium_freneyi	Bacteria	Actinobacteria	
alcanivorax_borkumensis	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_violaceus	Bacteria	Actinobacteria	
actinomadura_meyerae	Bacteria	Actinobacteria	
aliagarivorans_taiwanensis	Bacteria	Proteobacteria	Gammaproteobacteria
burkholderia_kururiensis	Bacteria	Proteobacteria	Betaproteobacteria
pseudoalteromonas_carrageenovora	Bacteria	Proteobacteria	Gammaproteobacteria
vibrio_gigantis	Bacteria	Proteobacteria	Gammaproteobacteria
rhus_typhina	Eukaryota	Streptophyta	
xenophilus_azovorans	Bacteria	Proteobacteria	Betaproteobacteria
natrialba_aegyptia	Archaea	Euryarchaeota	
gulosibacter_molinativorax	Bacteria	Actinobacteria	
bacillus_neizhouensis	Bacteria	Firmicutes	
gilvimarinus_chinensis	Bacteria	Proteobacteria	Gammaproteobacteria
oxalobacter_formigenes	Bacteria	Proteobacteria	Betaproteobacteria
luteibacter_yeojuensis	Bacteria	Proteobacteria	Gammaproteobacteria
desulfobulbus_elongatus	Bacteria	Proteobacteria	Deltaproteobacteria
eubacterium_budayi	Bacteria	Firmicutes	
anaerococcus_prevotii	Bacteria	Firmicutes	
legionella_yabuuchiae	Bacteria	Proteobacteria	Gammaproteobacteria
heterohyrax_brucei	Eukaryota	Chordata	
leucaena_glauca	Eukaryota	Streptophyta	
alkalibacillus_silvisoli	Bacteria	Firmicutes	
psychotria_maingayi	Eukaryota	Streptophyta	
pseudomonas_poae	Bacteria	Proteobacteria	Gammaproteobacteria
deinococcus_radiopugnans	Bacteria	Deinococcus-Thermus	
cobetia_marina	Bacteria	Proteobacteria	Gammaproteobacteria
natroniella_sulfidigena	Bacteria	Firmicutes	
deinococcus_aerophilus	Bacteria	Deinococcus-Thermus	
mesonia_algae	Bacteria	Bacteroidetes	
glaucomys_volans	Eukaryota	Chordata	
methanoculleus_chikugoensis	Archaea	Euryarchaeota	
legionella_santicrucis	Bacteria	Proteobacteria	Gammaproteobacteria
acidaminococcus_intestini	Bacteria	Firmicutes	
pseudomonas_benzenivorans	Bacteria	Proteobacteria	Gammaproteobacteria
legionella_jamestowniensis	Bacteria	Proteobacteria	Gammaproteobacteria
phoma_chrysanthemicola	Eukaryota	Ascomycota	
ambrosiella_sulfurea	Eukaryota	Ascomycota	
vibrio_pelagius	Bacteria	Proteobacteria	Gammaproteobacteria
ruminococcus_champanellensis	Bacteria	Firmicutes	
methylomicrobium_kenyense	Bacteria	Proteobacteria	Gammaproteobacteria
clostridium_drakei	Bacteria	Firmicutes	
clostridium_senegalense	Bacteria	Firmicutes	
elizabethkingia_miricola	Bacteria	Bacteroidetes	
mycobacterium_celatum	Bacteria	Actinobacteria	
slackia_isoflavoniconvertens	Bacteria	Actinobacteria	
rhodobium_gokarnense	Bacteria	Proteobacteria	Alphaproteobacteria
reichenbachiella_agariperforans	Bacteria	Bacteroidetes	
aestuariibacter_aggregatus	Bacteria	Proteobacteria	Gammaproteobacteria
kytococcus_sedentarius	Bacteria	Actinobacteria	
methylocella_palustris	Bacteria	Proteobacteria	Alphaproteobacteria
peptoniphilus_methioninivorax	Bacteria	Firmicutes	
thiothrix_nivea	Bacteria	Proteobacteria	Gammaproteobacteria
bacillus_benzoevorans	Bacteria	Firmicutes	
vagococcus_elongatus	Bacteria	Firmicutes	
nocardioides_panacihumi	Bacteria	Actinobacteria	
ceratocystis_coerulescens	Eukaryota	Ascomycota	
telmatospirillum_siberiense	Bacteria	Proteobacteria	Alphaproteobacteria
tsukamurella_spumae	Bacteria	Actinobacteria	
sulfolobus_metallicus	Archaea	Crenarchaeota	
blastomonas_natatoria	Bacteria	Proteobacteria	Alphaproteobacteria
heteromys_anomalus	Eukaryota	Chordata	
thermaerobacter_subterraneus	Bacteria	Firmicutes	
bacteroides_sartorii	Bacteria	Bacteroidetes	
intrasporangium_mesophilum	Bacteria	Actinobacteria	
desulfovibrio_alaskensis	Bacteria	Proteobacteria	Deltaproteobacteria
paenibacillus_xinjiangensis	Bacteria	Firmicutes	
pilobolus_sphaerosporus	Eukaryota	Mucoromycota	
maricaulis_maris	Bacteria	Proteobacteria	Alphaproteobacteria
actinoalloteichus_hymeniacidonis	Bacteria	Actinobacteria	
polyporus_tricholoma	Eukaryota	Basidiomycota	
myroides_phaeus	Bacteria	Bacteroidetes	
dethiosulfovibrio_marinus	Bacteria	Synergistetes	
enterococcus_ureasiticus	Bacteria	Firmicutes	
francisella_halioticida	Bacteria	Proteobacteria	Gammaproteobacteria
cytisus_scoparius	Eukaryota	Streptophyta	
mycobacterium_mycobacterium	Bacteria	Actinobacteria	
campylobacter_cuniculorum	Bacteria	Proteobacteria	Epsilonproteobacteria
ruminobacter_amylophilus	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_gulbargensis	Bacteria	Actinobacteria	
kribbella_solani	Bacteria	Actinobacteria	
longispora_albida	Bacteria	Actinobacteria	
eggerthia_catenaformis	Bacteria	Firmicutes	
rupicapnos_longipes	Eukaryota	Streptophyta	
kuehneromyces_mutabilis	Eukaryota	Basidiomycota	
enterococcus_canis	Bacteria	Firmicutes	
vogesella_perlucida	Bacteria	Proteobacteria	Betaproteobacteria
anaerofilum_pentosovorans	Bacteria	Firmicutes	
mannheimia_granulomatis	Bacteria	Proteobacteria	Gammaproteobacteria
melanomma_pulvis-pyrius	Eukaryota	Ascomycota	
ornithinibacter_aureus	Bacteria	Actinobacteria	
shewanella_profunda	Bacteria	Proteobacteria	Gammaproteobacteria
fusarium_solani	Eukaryota	Ascomycota	
brachymonas_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria
lecythophora_hoffmannii	Eukaryota	Ascomycota	
chitinibacter_alvei	Bacteria	Proteobacteria	Betaproteobacteria
pseudomonas_jessenii	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_youssoufiensis	Bacteria	Actinobacteria	
cordyceps_ophioglossoides	Eukaryota	Ascomycota	
aspergillus_oryzae	Eukaryota	Ascomycota	
thermococcus_barossii	Archaea	Euryarchaeota	
duboisia_myoporoides	Eukaryota	Streptophyta	
antigonon_leptopus	Eukaryota	Streptophyta	
mycobacterium_tuberculosis	Bacteria	Actinobacteria	
nicotiana_glauca	Eukaryota	Streptophyta	
streptomyces_curacoi	Bacteria	Actinobacteria	
lotus_ornithopodioides	Eukaryota	Streptophyta	
ogataea_henricii	Eukaryota	Ascomycota	
spiroplasma_phoeniceum	Bacteria	Tenericutes	
providencia_heimbachae	Bacteria	Proteobacteria	Gammaproteobacteria
dobsonia_anderseni	Eukaryota	Chordata	
aneurinibacillus_aneurinilyticus	Bacteria	Firmicutes	
paraprevotella_xylaniphila	Bacteria	Bacteroidetes	
chaetomium_globosum	Eukaryota	Ascomycota	
macrococcus_equipercicus	Bacteria	Firmicutes	
suricata_suricatta	Eukaryota	Chordata	
flavobacterium_fluvii	Bacteria	Bacteroidetes	
rhodotorula_pustula	Eukaryota	Basidiomycota	
sphingopyxis_litoris	Bacteria	Proteobacteria	Alphaproteobacteria
streptomyces_flavidovirens	Bacteria	Actinobacteria	
kangiella_koreensis	Bacteria	Proteobacteria	Gammaproteobacteria
geobacter_lovleyi	Bacteria	Proteobacteria	Deltaproteobacteria
pseudoalteromonas_flavipulchra	Bacteria	Proteobacteria	Gammaproteobacteria
vitreoscilla_stercoraria	Bacteria	Proteobacteria	Betaproteobacteria
prevotella_buccae	Bacteria	Bacteroidetes	
volucribacter_psittacicida	Bacteria	Proteobacteria	Gammaproteobacteria
spermophilus_lateralis	Eukaryota	Chordata	
salinivibrio_proteolyticus	Bacteria	Proteobacteria	Gammaproteobacteria
brevibacillus_formosus	Bacteria	Firmicutes	
thermus_antranikianii	Bacteria	Deinococcus-Thermus	
cupriavidus_pinatubonensis	Bacteria	Proteobacteria	Betaproteobacteria
streptomyces_griseoloalbus	Bacteria	Actinobacteria	
skermania_piniformis	Bacteria	Actinobacteria	
methanobrevibacter_gottschalkii	Archaea	Euryarchaeota	
malassezia_furfur	Eukaryota	Basidiomycota	
xanthomonas_perforans	Bacteria	Proteobacteria	Gammaproteobacteria
mucor_plasmaticus	Eukaryota	Mucoromycota	
thalictrum_delavayi	Eukaryota	Streptophyta	
gallicola_barnesae	Bacteria	Firmicutes	
microlunatus_ginsengisoli	Bacteria	Actinobacteria	
clostridium_sulfidigenes	Bacteria	Firmicutes	
mycobacterium_note:	Bacteria		
acinetobacter_seohaensis	Bacteria	Proteobacteria	Gammaproteobacteria
staphylothermus_marinus	Archaea	Crenarchaeota	
neisseria_cinerea	Bacteria	Proteobacteria	Betaproteobacteria
kineosporia_aurantiaca	Bacteria	Actinobacteria	
hypomyces_armeniacus	Eukaryota	Ascomycota	
yaniella_halotolerans	Bacteria	Actinobacteria	
lentzea_waywayandensis	Bacteria	Actinobacteria	
penicillium_brasilianum	Eukaryota	Ascomycota	
acetobacter_malorum	Bacteria	Proteobacteria	Alphaproteobacteria
microbacterium_lacticum	Bacteria	Actinobacteria	
taeniopygia_castanotis	Eukaryota	Chordata	
desulfocapsa_sulfexigens	Bacteria	Proteobacteria	Deltaproteobacteria
microvirgula_aerodenitrificans	Bacteria	Proteobacteria	Betaproteobacteria
microbacterium_agarici	Bacteria	Actinobacteria	
acidovorax_anthurii	Bacteria	Proteobacteria	Betaproteobacteria
staphylococcus_intermedius	Bacteria	Firmicutes	
trametes_villosa	Eukaryota	Basidiomycota	
lactobacillus_equicursoris	Bacteria	Firmicutes	
lactobacillus_collinoides	Bacteria	Firmicutes	
micromonospora_auratinigra	Bacteria	Actinobacteria	
arthrobacter_corynebacterium	Bacteria	Actinobacteria	
mycobacterium_confluentis	Bacteria	Actinobacteria	
clostridium_ragsdalei	Bacteria	Firmicutes	
sporomusa_ovata	Bacteria	Firmicutes	
bacillus_a.	Bacteria	Firmicutes	
gemmata_obscuriglobus	Bacteria	Planctomycetes	
antrodia_albida	Eukaryota	Basidiomycota	
anoxybacillus_rupiensis	Bacteria	Firmicutes	
trichoderma_viride	Eukaryota	Ascomycota	
leminorella_grimontii	Bacteria	Proteobacteria	Gammaproteobacteria
pedobacter_bauzanensis	Bacteria	Bacteroidetes	
planotetraspora_silvatica	Bacteria	Actinobacteria	
lactobacillus_panis	Bacteria	Firmicutes	
mycobacterium_heckeshornense	Bacteria	Actinobacteria	
alkaliphilus_peptidifermentans	Bacteria	Firmicutes	
mycobacterium_llatzerense	Bacteria	Actinobacteria	
senecio_jacobaea	Eukaryota	Streptophyta	
hoyosella_altamirensis	Bacteria	Actinobacteria	
solibacillus_silvestris	Bacteria	Firmicutes	
zoogloea_caeni	Bacteria	Proteobacteria	Betaproteobacteria
methylobacterium_marchantiae	Bacteria	Proteobacteria	Alphaproteobacteria
azorhizobium_caulinodans	Bacteria	Proteobacteria	Alphaproteobacteria
arvicola_terrestris	Eukaryota	Chordata	
nocardiopsis_alba	Bacteria	Actinobacteria	
thermosediminibacter_litoriperuensis	Bacteria	Firmicutes	
sphingopyxis_taejonensis	Bacteria	Proteobacteria	Alphaproteobacteria
caloramator_viterbiensis	Bacteria	Firmicutes	
galium_verum	Eukaryota	Streptophyta	
kocuria_carniphila	Bacteria	Actinobacteria	
thermocrinis_ruber	Bacteria	Aquificae	
lentzea_californiensis	Bacteria	Actinobacteria	
rathayibacter_tritici	Bacteria	Actinobacteria	
listeria_seeligeri	Bacteria	Firmicutes	
bacillus_siralis	Bacteria	Firmicutes	
exacum_affine	Eukaryota	Streptophyta	
alicyclobacillus_herbarius	Bacteria	Firmicutes	
neisseria_lactamica	Bacteria	Proteobacteria	Betaproteobacteria
streptomyces_pulveraceus	Bacteria	Actinobacteria	
enterococcus_faecium	Bacteria	Firmicutes	
rhodococcus_globerulus	Bacteria	Actinobacteria	
staphylococcus_stepanovicii	Bacteria	Firmicutes	
thiomonas_islandica	Bacteria	Proteobacteria	Betaproteobacteria
comamonas_composti	Bacteria	Proteobacteria	Betaproteobacteria
lactobacillus_vini	Bacteria	Firmicutes	
cellulosimicrobium_funkei	Bacteria	Actinobacteria	
setifer_setosus	Eukaryota	Chordata	
archaeoglobus_infectus	Archaea	Euryarchaeota	
ochrobactrum_grignonense	Bacteria	Proteobacteria	Alphaproteobacteria
marmosa_robinsoni	Eukaryota	Chordata	
procyon_lotor	Eukaryota	Chordata	
streptosporangium_purpuratum	Bacteria	Actinobacteria	
clostridium_perfringens	Bacteria	Firmicutes	
clostridium_termitidis	Bacteria	Firmicutes	
acinetobacter_baylyi	Bacteria	Proteobacteria	Gammaproteobacteria
psilocybe_mexicana	Eukaryota	Basidiomycota	
hymenobacter_psychrophilus	Bacteria	Bacteroidetes	
erwinia_tracheiphila	Bacteria	Proteobacteria	Gammaproteobacteria
staphylococcus_staphylococcus	Bacteria	Firmicutes	
kitasatospora_nipponensis	Bacteria	Actinobacteria	
thermoascus_aurantiacus	Eukaryota	Ascomycota	
agrobacterium_rosa	Eukaryota	Streptophyta	
micromonospora_pattaloongensis	Bacteria	Actinobacteria	
mycoplasma_sualvi	Bacteria	Tenericutes	
paenibacillus_illinoisensis	Bacteria	Firmicutes	
dipodomys_deserti	Eukaryota	Chordata	
thiomonas_bhubaneswarensis	Bacteria	Proteobacteria	Betaproteobacteria
coonemeria_crustacea	Eukaryota	Ascomycota	
thermogymnomonas_acidicola	Archaea	Euryarchaeota	
georgenia_thermotolerans	Bacteria	Actinobacteria	
psilocybe_caerulescens	Eukaryota	Basidiomycota	
pyrobaculum_islandicum	Archaea	Crenarchaeota	
agromyces_luteolus	Bacteria	Actinobacteria	
chaetomium_nigricolor	Eukaryota	Ascomycota	
clostridium_pasteurianum	Bacteria	Firmicutes	
bacillus_herbersteinensis	Bacteria	Firmicutes	
methanoplanus_limicola	Archaea	Euryarchaeota	
hippea_maritima	Bacteria	Proteobacteria	Deltaproteobacteria
acidiplasma_aeolicum	Archaea	Euryarchaeota	
antechinus_stuartii	Eukaryota	Chordata	
streptomyces_virens	Bacteria	Actinobacteria	
spiroplasma_syrphidicola	Bacteria	Tenericutes	
prevotella_paludivivens	Bacteria	Bacteroidetes	
brevibacterium_linens	Bacteria	Actinobacteria	
halorubrum_saccharovorum	Archaea	Euryarchaeota	
methanococcus_deltae	Archaea	Euryarchaeota	
bacillus_novalis	Bacteria	Firmicutes	
streptomyces_galilaeus	Bacteria	Actinobacteria	
salsuginibacillus_kocurii	Bacteria	Firmicutes	
